id,N,P,K,temperature,humidity,ph,rainfall,treatment_availablility,severity
327,21,63,17,15.77370214,19.2303162,5.979973965,108.3441414,Vegetative Growth,4
328,24,80,22,16.71170642,19.17651433,5.635993966,96.77285817,Vegetative Growth,4
329,34,60,22,17.66148158,18.15302753,5.635231778,100.6711761,Vegetative Growth,4
330,16,75,21,18.50692825,23.61670065,5.679224346,87.0513289,Vegetative Growth,4
331,17,77,23,24.51324787,20.81527638,5.670062975,64.19497947,Vegetative Growth,4
332,37,72,18,18.87614998,24.54038287,5.724242065,105.4120514,Vegetative Growth,4
333,40,73,20,21.59343016,20.31871249,5.811314232,61.13872036,Vegetative Growth,4
334,9,77,17,20.12373284,24.45202552,5.783425416,106.158201,Vegetative Growth,4
335,1,62,23,15.43546065,18.37477907,5.607808432,139.0302034,Vegetative Growth,4
336,33,59,22,22.64236876,21.59396123,5.946999529,122.3886015,Vegetative Growth,4
337,23,59,19,21.98560799,24.87304788,5.852046999,129.5650601,Vegetative Growth,4
338,6,62,22,20.53052663,18.09224048,5.824090984,120.4509288,Vegetative Growth,4
339,25,63,20,15.78601387,21.14544088,5.502999119,95.17028129,Vegetative Growth,4
340,7,79,23,19.6365349,19.68751084,5.821649914,96.65888933,Vegetative Growth,4
341,8,72,17,20.57341244,19.7520218,5.711439256,87.87869161,Vegetative Growth,4
342,27,64,15,20.16080524,24.84207559,5.514927264,138.2362122,Vegetative Growth,4
343,28,66,23,21.53989176,24.25386207,5.99616119,120.6913038,Vegetative Growth,4
344,32,57,18,15.53834801,23.75560241,5.695422863,107.3850593,Vegetative Growth,4
345,27,56,22,19.91853092,20.70099804,5.833010958,108.6434544,Vegetative Growth,4
346,17,77,24,20.76952209,18.93146941,5.568456899,109.0193712,Vegetative Growth,4
347,0,65,15,23.46168338,23.22197648,5.645435626,95.84253438,Vegetative Growth,4
348,13,72,21,24.32116642,21.0278674,5.821194486,60.27552528,Vegetative Growth,4
349,34,60,23,20.12574053,24.96969858,5.659254981,100.0497183,Vegetative Growth,4
350,9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,Vegetative Growth,4
351,11,72,20,19.52226241,24.92607153,5.951177452,113.334026,Vegetative Growth,4
352,3,67,24,17.00067625,19.90790546,5.520880014,103.2926407,Vegetative Growth,4
353,35,69,23,16.78791503,24.96881755,5.578410206,75.45328039,Vegetative Growth,4
354,3,77,25,24.84906168,22.89464642,5.608165195,62.21292186,Vegetative Growth,4
355,23,62,19,16.51783455,20.4555596,5.609435128,98.77794225,Vegetative Growth,4
356,22,71,17,18.15300153,19.38602098,5.509295379,107.6907964,Vegetative Growth,4
357,31,79,25,23.18864385,22.3104551,5.902033406,63.38208822,Vegetative Growth,4
358,34,59,18,23.38002569,21.98879437,5.744117663,87.66898664,Vegetative Growth,4
359,12,63,17,18.358923,19.37703396,5.717143397,138.414764,Vegetative Growth,4
360,27,56,20,19.25975367,20.51346956,5.542690119,94.9533526,Vegetative Growth,4
361,7,63,24,22.95458237,24.03553105,5.858617867,107.7315386,Vegetative Growth,4
362,24,67,22,20.120043,22.89845607,5.618844277,104.6252153,Vegetative Growth,4
363,11,71,24,21.14011423,22.7182355,5.606620346,141.6056722,Vegetative Growth,4
364,37,74,15,24.92360104,18.22590825,5.582178402,62.7089169,Vegetative Growth,4
365,25,76,24,15.33042636,24.91506728,5.56503533,135.3315583,Vegetative Growth,4
366,34,66,17,18.81097271,21.27833035,5.889614577,125.084915,Vegetative Growth,4
367,20,69,15,23.44260668,22.77255917,5.934136378,107.4137246,Vegetative Growth,4
368,37,65,16,22.8352024,18.97267518,5.683548308,63.59276673,Vegetative Growth,4
369,18,74,15,24.9035819,22.27512704,5.70836603,146.4727237,Vegetative Growth,4
370,4,67,25,23.78709569,24.35679348,5.948164454,119.6404412,Vegetative Growth,4
371,37,56,25,22.05592283,19.60379304,5.774755144,126.7265372,Vegetative Growth,4
372,5,59,15,18.87492997,20.18238348,5.97229163,134.1811718,Vegetative Growth,4
373,11,61,21,18.62328774,23.02410338,5.532100554,135.3378033,Vegetative Growth,4
374,22,80,20,23.00884744,18.86880997,5.669560726,100.118612,Vegetative Growth,4
375,12,61,19,19.33162606,24.13995025,5.655726817,68.51253427,Vegetative Growth,4
376,5,74,21,16.24469193,21.35793891,5.591704014,66.97053257,Vegetative Growth,4
377,27,69,22,17.91652287,24.90814655,5.932323085,69.14681022,Vegetative Growth,4
378,31,75,18,15.46789263,21.43780702,5.824208309,88.88796102,Vegetative Growth,4
379,36,68,20,17.06104474,23.77201471,5.86442953,81.83420522,Vegetative Growth,4
380,5,65,16,21.32776028,18.48522915,5.866744372,109.1013261,Vegetative Growth,4
381,32,79,15,23.90910104,20.74619325,5.706198621,81.60211243,Vegetative Growth,4
382,11,78,22,23.89756791,22.74378977,5.940546818,112.6616435,Vegetative Growth,4
383,0,55,22,22.98666928,20.57940608,5.916779289,143.8584938,Vegetative Growth,4
384,14,59,15,21.35135729,22.91244883,5.779090476,146.4548645,Vegetative Growth,4
385,29,68,23,24.1638445,19.27907819,5.82738029,116.7324324,Vegetative Growth,4
386,32,68,19,24.62835037,18.18325169,5.514234138,149.7441028,Vegetative Growth,4
387,17,64,17,21.02213209,24.93896255,5.662699104,124.6118471,Vegetative Growth,4
388,13,69,19,17.30844532,20.01730914,5.86390397,115.199245,Vegetative Growth,4
389,14,67,22,23.82576704,24.75485098,5.624690248,84.64143632,Vegetative Growth,4
390,9,69,20,19.30607278,23.96362799,5.591560999,129.3449326,Vegetative Growth,4
391,20,73,22,16.03768615,22.33195853,5.976312538,130.3900798,Vegetative Growth,4
392,40,78,20,19.18572809,20.83398341,5.669236258,80.15293435,Vegetative Growth,4
393,27,72,23,19.92889503,21.79992115,5.961934481,64.02640797,Vegetative Growth,4
394,14,67,15,19.56376468,24.67385131,5.690065688,139.2921004,Vegetative Growth,4
395,7,56,18,18.31357543,24.32991649,5.698371311,76.14153904,Vegetative Growth,4
396,27,65,18,20.10993761,23.22323766,5.59503163,73.36386477,Vegetative Growth,4
397,30,63,16,23.60506572,21.90539577,5.525904526,100.5978728,Vegetative Growth,4
398,37,70,25,19.73136909,24.89487354,5.819403771,84.06354115,Vegetative Growth,4
399,27,63,19,20.93409877,21.1893007,5.562201934,133.1914419,Vegetative Growth,4
400,22,60,24,18.78226261,20.24768314,5.630664753,104.2570723,Vegetative Growth,4
401,3,72,24,36.51268371,57.92887167,6.03160778,122.6539694,Vegetative Growth,4
402,40,59,23,36.89163721,62.73178224,5.269084669,163.7266551,Vegetative Growth,4
403,33,73,23,29.23540524,59.38967583,5.985792703,103.3301803,Vegetative Growth,4
404,27,57,24,27.33534897,43.35795962,6.09186275,142.3303677,Vegetative Growth,4
405,10,79,18,21.0643684,55.46985938,5.624731338,184.6226709,Vegetative Growth,4
406,30,75,25,30.33276599,42.35249879,6.446091759,149.299952,Vegetative Growth,4
407,40,70,20,31.80130272,45.03186173,5.623490043,147.0361442,Vegetative Growth,4
408,38,55,19,33.18184225,38.23184742,5.864623352,198.8298806,Vegetative Growth,4
409,35,58,20,29.38538562,63.47742011,5.761702519,90.05422663,Vegetative Growth,4
410,38,61,21,30.27374995,67.38680755,4.696518678,127.7767134,Vegetative Growth,4
411,33,58,24,35.45790488,68.75810535,5.269504214,108.6333046,Vegetative Growth,4
412,16,56,17,33.80020039,40.03262418,7.445444883,176.6165894,Vegetative Growth,4
413,31,72,17,28.69180475,49.47225353,5.833031708,96.36222901,Vegetative Growth,4
414,16,80,20,31.24021696,56.67369054,7.339320929,122.0146733,Vegetative Growth,4
415,27,72,17,28.98039357,57.23265151,6.347929353,120.7435664,Vegetative Growth,4
416,40,62,19,27.32198928,34.13737127,4.697750704,96.51524028,Vegetative Growth,4
417,18,58,16,21.47607807,38.80023714,4.962661422,180.382234,Vegetative Growth,4
418,3,68,16,18.31910448,34.69776639,4.964887857,107.4721605,Vegetative Growth,4
419,26,67,24,36.97794384,37.73992903,5.642813116,161.4812963,Vegetative Growth,4
420,16,70,20,24.80467592,40.1242747,5.6093956,121.5639121,Vegetative Growth,4
421,24,63,19,19.3479443,55.96805489,4.681576043,194.5921148,Vegetative Growth,4
422,9,76,25,28.88302142,50.12323801,5.70951224,179.2155874,Vegetative Growth,4
423,16,55,19,19.54314136,47.19188279,6.413543781,192.4372194,Vegetative Growth,4
424,28,75,21,24.7741949,50.54621094,6.007508163,114.2821387,Vegetative Growth,4
425,16,71,24,18.33124824,38.40975482,4.946369874,139.6483317,Vegetative Growth,4
426,24,70,21,19.14729038,45.3733757,5.517208078,132.7748215,Vegetative Growth,4
427,38,72,21,28.23416057,49.4421345,5.902103172,186.5008581,Vegetative Growth,4
428,9,66,21,30.11812084,34.13307843,5.719889876,157.0858232,Vegetative Growth,4
429,34,56,17,33.4126864,35.42910045,4.548202098,139.6702541,Vegetative Growth,4
430,1,76,19,24.18553163,46.68746847,6.669529416,177.3377996,Vegetative Growth,4
431,6,69,19,26.88630675,41.69617915,4.750929218,94.46748008,Vegetative Growth,4
432,26,73,21,31.33170829,57.97429171,4.946263888,161.7820226,Vegetative Growth,4
433,27,61,18,33.30711818,67.07780816,5.266227032,108.5090168,Vegetative Growth,4
434,27,71,23,23.45379018,46.48714759,7.10959773,150.8712202,Vegetative Growth,4
435,36,61,21,34.53823889,39.04468913,5.617008201,168.5948318,Vegetative Growth,4
436,17,73,18,19.50112224,34.51086611,5.632353113,197.3752649,Vegetative Growth,4
437,26,72,22,28.76794904,37.57792132,4.674941549,91.72084869,Vegetative Growth,4
438,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,Vegetative Growth,4
439,14,74,19,18.39759147,36.82639309,6.624966131,93.12330644,Vegetative Growth,4
440,39,60,15,35.09357419,30.98685456,5.004074624,116.9106908,Vegetative Growth,4
441,6,66,15,34.93174223,30.40046769,6.345806011,159.2649827,Vegetative Growth,4
442,8,59,18,29.50523036,35.72032498,6.216814453,187.8961851,Vegetative Growth,4
443,2,67,18,34.51934775,47.52980027,5.921666758,129.0064612,Vegetative Growth,4
444,1,76,17,28.43430726,52.10010827,6.012719118,147.0414824,Vegetative Growth,4
445,16,73,19,18.41645629,34.80541039,4.684079249,163.2747473,Vegetative Growth,4
446,23,75,25,31.07508973,47.19847683,7.077170002,91.31256412,Vegetative Growth,4
447,32,70,20,20.89342749,46.24856523,6.208843215,195.5697875,Vegetative Growth,4
448,28,59,22,30.90607799,52.79913039,7.05181629,170.9919828,Vegetative Growth,4
449,5,62,23,27.9348279,66.45457122,4.722222454,145.3728801,Vegetative Growth,5
450,36,67,25,35.95176642,36.52780776,6.418062652,136.0456753,Vegetative Growth,5
451,1,66,23,19.54317155,56.92831399,4.803564468,173.1686574,Vegetative Growth,5
452,24,73,20,19.63736208,32.31528909,4.608695247,176.4134092,Vegetative Growth,5
453,17,67,18,31.2192752,56.46868874,5.611510977,129.2028653,Vegetative Growth,5
454,5,55,18,33.50876355,45.70976142,7.322097972,126.6738117,Vegetative Growth,5
455,5,56,24,24.80710166,45.01110015,5.023115055,188.4928637,Vegetative Growth,5
456,37,77,17,36.20970524,31.94550613,5.617122801,191.0658531,Vegetative Growth,5
457,13,73,20,30.50420876,35.48885969,5.391560418,162.5927723,Vegetative Growth,5
458,6,63,23,26.01630259,49.94704718,5.906596905,160.3337447,Vegetative Growth,5
459,16,77,22,31.48469278,35.6395615,6.574209678,100.546816,Vegetative Growth,5
460,25,64,20,33.15122581,32.45974539,4.807776749,105.0380275,Vegetative Growth,5
461,34,75,24,23.50222822,51.29019509,4.760038039,192.3023991,Vegetative Growth,5
462,20,77,23,34.87248659,38.83786012,5.180271502,148.2502786,Vegetative Growth,5
463,35,80,25,28.09269012,44.93322042,4.895927306,197.1144011,Vegetative Growth,5
464,14,75,24,24.54757829,57.3414485,6.436160044,118.3606557,Heartwood Formation,5
465,36,80,21,33.64769646,48.41490082,7.066087261,100.4673278,Heartwood Formation,5
466,7,77,18,20.5591255,60.54880693,6.655918078,191.0895109,Heartwood Formation,5
467,29,78,25,19.95991719,59.33157782,5.982854523,195.787103,Heartwood Formation,5
468,30,60,21,28.87667593,62.4901206,5.457871273,182.2688175,Heartwood Formation,5
469,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,Heartwood Formation,5
470,19,57,23,23.6734328,47.2879691,7.342409555,141.1250722,Heartwood Formation,5
471,3,60,19,25.74679443,40.7192594,4.820788186,100.7791633,Heartwood Formation,5
472,5,77,19,31.08564994,66.68832981,6.242052013,175.9303271,Heartwood Formation,5
473,5,68,20,18.72987676,61.33186249,5.001038726,139.8710041,Heartwood Formation,5
474,37,73,21,29.50304807,63.46513414,5.560224583,189.5208915,Heartwood Formation,5
475,9,59,24,20.43517772,39.37252634,4.747352458,137.2279662,Heartwood Formation,5
476,20,72,15,36.00415838,56.01334416,7.313517308,134.8596466,Heartwood Formation,5
477,31,56,23,31.46846241,35.39454002,5.661826398,174.5723999,Heartwood Formation,5
478,0,70,21,36.30049702,56.03021253,4.672437054,101.6073988,Heartwood Formation,5
479,21,74,15,29.49096726,67.10604388,6.471862118,153.2504506,Heartwood Formation,5
480,13,67,18,30.5753044,34.75591197,5.384762927,177.5764304,Heartwood Formation,5
481,27,74,20,24.69487673,59.96669215,5.859813416,91.95792434,Heartwood Formation,5
482,29,72,24,23.17409556,36.67847052,6.962386495,162.5931264,Heartwood Formation,5
483,5,68,20,19.04380471,33.10695144,6.12166671,155.3705624,Heartwood Formation,5
484,39,57,19,29.32379604,45.93248374,6.421748487,165.4113371,Heartwood Formation,5
485,22,62,16,34.6455408,54.32342534,4.828936119,180.9009998,Heartwood Formation,5
486,18,55,23,21.9989826,56.31006755,6.98571967,136.8274312,Heartwood Formation,5
487,39,77,21,22.99774444,60.24218572,4.603563116,159.689339,Heartwood Formation,5
488,13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,Heartwood Formation,5
489,27,71,24,31.46417866,48.17631461,7.064973419,165.405354,Heartwood Formation,5
490,26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,Heartwood Formation,5
491,23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,Heartwood Formation,5
492,4,69,19,19.25100056,47.70351758,5.374358869,149.063196,Heartwood Formation,5
493,20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,Heartwood Formation,5
494,7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,Heartwood Formation,5
495,17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,Heartwood Formation,5
496,35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,Heartwood Formation,5
497,11,72,22,29.37735586,44.82294584,6.842744374,172.40168,Heartwood Formation,5
498,20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,Heartwood Formation,5
499,10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,Heartwood Formation,5
500,33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,Heartwood Formation,5
501,3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,Heartwood Formation,5
502,22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,Heartwood Formation,5
503,36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,Heartwood Formation,5
504,4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,Heartwood Formation,5
505,29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,Heartwood Formation,5
506,32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,Heartwood Formation,5
507,14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,Heartwood Formation,5
508,5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,Heartwood Formation,5
509,25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,Heartwood Formation,5
510,11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,Heartwood Formation,5
511,40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,Heartwood Formation,5
512,38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,Heartwood Formation,5
513,27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,Heartwood Formation,5
514,24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,Heartwood Formation,5
515,23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,Heartwood Formation,5
516,29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,Heartwood Formation,5
517,31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,Heartwood Formation,5
518,0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,Heartwood Formation,5
519,7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,Heartwood Formation,5
520,17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,Heartwood Formation,5
521,11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,Heartwood Formation,5
522,22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,Heartwood Formation,5
523,9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,Heartwood Formation,5
524,28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,Heartwood Formation,5
525,26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,Heartwood Formation,5
526,36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,Heartwood Formation,5
527,8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,Heartwood Formation,5
528,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,Heartwood Formation,5
529,22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,Heartwood Formation,5
530,36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,Heartwood Formation,5
531,22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,Heartwood Formation,5
532,17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,Heartwood Formation,5
533,8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,Heartwood Formation,5
534,7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,Heartwood Formation,5
535,36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,Heartwood Formation,5
536,11,45,19,28.70012137,44.359648,3.828031463,44.11622138,Heartwood Formation,5
537,6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,Heartwood Formation,5
538,17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,Heartwood Formation,5
539,4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,Heartwood Formation,5
540,9,49,16,30.88482722,41.36561835,7.661537348,55.053805,Heartwood Formation,5
541,25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,Heartwood Formation,5
542,36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,Heartwood Formation,5
543,21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,Heartwood Formation,5
544,37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,Heartwood Formation,5
545,32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,Heartwood Formation,5
546,29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,Heartwood Formation,5
547,25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,Heartwood Formation,5
548,10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,Heartwood Formation,5
549,23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,Heartwood Formation,5
550,9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,Heartwood Formation,5
551,3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,Heartwood Formation,5
552,22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,Heartwood Formation,5
553,12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,Heartwood Formation,5
554,39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,Heartwood Formation,5
555,32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,Heartwood Formation,5
556,30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,Heartwood Formation,5
557,19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,Heartwood Formation,5
558,4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,Heartwood Formation,5
559,21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,Heartwood Formation,5
560,35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,Heartwood Formation,5
561,22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,Heartwood Formation,5
562,35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,Heartwood Formation,5
563,17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,Heartwood Formation,5
564,28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,Heartwood Formation,5
565,22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,Heartwood Formation,5
566,11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,Heartwood Formation,5
567,38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,Heartwood Formation,5
568,23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,Heartwood Formation,5
569,25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,Heartwood Formation,5
570,40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,Heartwood Formation,5
571,23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,Heartwood Formation,5
572,2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,Heartwood Formation,5
573,3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,Heartwood Formation,5
574,26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,Heartwood Formation,5
575,39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,Heartwood Formation,5
576,27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,Heartwood Formation,5
577,24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,Heartwood Formation,5
578,7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,Heartwood Formation,5
579,15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,Heartwood Formation,5
580,26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,Heartwood Formation,5
581,20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,Heartwood Formation,5
582,34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,Heartwood Formation,5
583,19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,Heartwood Formation,5
584,29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,Heartwood Formation,5
585,20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,Heartwood Formation,5
586,11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,Heartwood Formation,5
587,15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,Heartwood Formation,5
588,35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,Heartwood Formation,5
589,9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,Heartwood Formation,5
590,40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,Heartwood Formation,5
591,35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,Heartwood Formation,5
592,14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,Heartwood Formation,5
593,40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,Heartwood Formation,5
594,18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,Heartwood Formation,5
595,35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,Heartwood Formation,5
596,4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,Heartwood Formation,5
597,22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,Heartwood Formation,5
598,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,Heartwood Formation,5
599,2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,Heartwood Formation,5
600,16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,Heartwood Formation,5
601,19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,Heartwood Formation,5
602,8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,Heartwood Formation,5
603,36,55,20,27.01470397,84.34262707,6.635968698,55.296354,Heartwood Formation,5
604,10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,Heartwood Formation,5
605,22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,Heartwood Formation,5
606,9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,Heartwood Formation,5
607,34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,Heartwood Formation,5
608,31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,Heartwood Formation,5
609,0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,Heartwood Formation,5
610,21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,Heartwood Formation,5
611,28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,Heartwood Formation,5
612,17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,Heartwood Formation,5
613,24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,Heartwood Formation,5
614,28,46,16,29.008124,84.96089355,6.664187809,45.91011391,Heartwood Formation,5
615,21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,Heartwood Formation,5
616,34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,Heartwood Formation,5
617,19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,Heartwood Formation,5
618,31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,Heartwood Formation,5
619,19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,Heartwood Formation,5
620,24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,Heartwood Formation,5
621,13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,Heartwood Formation,5
622,31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,Heartwood Formation,5
623,28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,Heartwood Formation,5
624,31,37,21,27.23924995,86.404241,6.713410626,37.31236904,Heartwood Formation,5
625,33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,Heartwood Formation,5
626,34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,Heartwood Formation,5
627,13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,Heartwood Formation,5
628,33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,Heartwood Formation,5
629,32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,Heartwood Formation,5
630,23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,Heartwood Formation,5
631,35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,Heartwood Formation,5
632,6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,Heartwood Formation,5
633,29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,Heartwood Formation,1
634,4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,Heartwood Formation,1
635,10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,Heartwood Formation,1
636,14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,Heartwood Formation,1
637,8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,Heartwood Formation,1
638,20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,Heartwood Formation,1
639,36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,Heartwood Formation,1
640,14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,Heartwood Formation,1
641,11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,Heartwood Formation,1
642,10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,Heartwood Formation,1
643,7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,Heartwood Formation,1
644,2,47,15,29.86860065,85.99127934,6.401455706,58.41394143,Heartwood Formation,1
645,20,45,22,29.5888162,89.9939693,6.904587016,54.96121262,Heartwood Formation,1
646,2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,Heartwood Formation,1
647,27,40,24,27.84026517,89.99615558,7.063022095,52.84626009,Heartwood Formation,1
648,35,48,15,27.10818093,87.4512669,6.981758362,55.03723979,Heartwood Formation,1
649,4,59,25,27.68515114,81.94268594,6.227134139,54.62243308,Heartwood Formation,1
650,1,48,24,29.34594634,85.60472562,6.232836962,59.03629954,Heartwood Formation,1
651,36,43,21,28.36319404,84.8593608,7.140437859,52.93031105,Heartwood Formation,1
